suite,experiment,condition,matched_control,sample_strategy,window,event_keyword,n_raw_tokens,abs_position,reply_position,token_text,detokenized_text_truncated,activation_layer,doc_id,source,row_index,decode_log,explanation,norm,critic_mse,critic_cos,metric_row_index,nla_l0_proxy_tokens,raw_recon_sse,raw_recon_mse,raw_recon_cos,raw_recon_norm,scale_matched_recon_sse,scale_matched_recon_mse,scale_matched_recon_cos,scale_matched_recon_norm,base_lm_loss,recon_lm_loss,delta_lm_loss,manifest_prompt_tokens,manifest_full_tokens,rebuilt_prompt_tokens,rebuilt_full_tokens,prompt_token_match,full_token_match,reply_from_token_list
original_cases_l20,D,D1_clean_math,D2_wrong_label_hint,event_window,event,compute,52,51,0,To,"system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.
user
Compute 17 × 24 + 31. Give a short explanation and the final answer.
assistant
To",20,D/D1_clean_math,base_model_greedy_original_case_l20,0,/NAS/chennc/NashChennc/.tmp/exp/original_cases_l20_2026_05_22/D/D1_clean_math.decode.log,"Structured math format with a step-by-step explanation pattern, introducing ""Calculate: 45 + 32 + 17"" as a worked example.

The phrase ""To find the total value, let's break down the expression"" signals the answer or method, directly inviting the mathematical process of adding the three numbers together, likely following a formal instructional format.

Final token ""To"" opens the definition clause (""To""), part of the introductory sentence structure ""To calculate this problem,"" immediately requiring a verb phrase like ""calculate the expression"" or ""solve this problem, we follow these steps:"" or ""find the total, we perform the following operations.""",132.3791961669922,0.0999218225479126,0.9500390887260437,0,131,8996.5732421875,2.510204587663923,0.9500651359558105,211.15110778808594,1750.1422119140625,0.4883209296635219,0.9500650763511658,132.3791961669922,0.20480045676231384,0.9838382005691528,0.779037743806839,51,169,51,169,True,True,True
original_cases_l20,D,D1_clean_math,D2_wrong_label_hint,event_window,event,compute,53,52,1, compute,"system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.
user
Compute 17 × 24 + 31. Give a short explanation and the final answer.
assistant
To compute",20,D/D1_clean_math,base_model_greedy_original_case_l20,1,/NAS/chennc/NashChennc/.tmp/exp/original_cases_l20_2026_05_22/D/D1_clean_math.decode.log,"Structured math format with a step-by-step explanation pattern, introducing an expression involving multiplication and subtraction (""Evaluate the expression: 3 × 4 + 5"").

The phrase ""To compute"" mirrors the prompt's instructional setup, establishing the task is to show the calculation process for the expression ""3 × 4 + 5,"" signaling the answer follows.

Final token ""compute"" is mid-sentence (""To compute""), directly continuing the definition clause begun with ""To compute,"" immediately requiring the expression or formula being evaluated, likely ""this expression,"" ""the result,"" or ""the value of 3 × 4 + 5, we follow these steps.""",135.81454467773438,0.10291781276464462,0.9485414028167725,1,132,6873.89404296875,1.9179391860961914,0.9485448002815247,199.70980834960938,1898.242919921875,0.5296436718532017,0.9485448002815247,135.81454467773438,0.019884882494807243,1.52582585811615,1.5059409756213427,51,169,51,169,True,True,True
original_cases_l20,D,D1_clean_math,D2_wrong_label_hint,event_window,event,compute,54,53,2, \(,"system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.
user
Compute 17 × 24 + 31. Give a short explanation and the final answer.
assistant
To compute \(",20,D/D1_clean_math,base_model_greedy_original_case_l20,2,/NAS/chennc/NashChennc/.tmp/exp/original_cases_l20_2026_05_22/D/D1_clean_math.decode.log,"Structured math format with a clear instructional context (""Calculate the expression""), establishing a pattern of defining and explaining a number problem with ""3 + 4 × 5.""

The phrase ""To find the value of \( "" signals the equation setup, directly introducing the expression format, implying the answer to ""3 + 4 × 5"" or a related mathematical expression definition.

Final token "" \( "" opens a parenthetical expression mid-sentence (""To calculate \( ""), directly requiring the mathematical expression being defined, likely ""3 + 4 × 5"" or ""the product,"" completing the definition clause about the formula's value and properties.",118.06468963623047,0.18154345452785492,0.9092283844947815,2,128,5967.83349609375,1.6651321138654436,0.9088619947433472,166.82601928710938,2540.8017578125,0.7089290618896484,0.9088617563247681,118.064697265625,0.03364565595984459,1.1920928244535389e-07,-0.033645536750562144,51,169,51,169,True,True,True
original_cases_l20,D,D1_clean_math,D2_wrong_label_hint,event_window,event,compute,55,54,3,1,"system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.
user
Compute 17 × 24 + 31. Give a short explanation and the final answer.
assistant
To compute \(1",20,D/D1_clean_math,base_model_greedy_original_case_l20,3,/NAS/chennc/NashChennc/.tmp/exp/original_cases_l20_2026_05_22/D/D1_clean_math.decode.log,"Structured math format with educational explanation pattern, presenting a multiplication expression to demonstrate the distributive property using a specific number.

The text begins ""To solve the expression '15 × 13', we are finding the value of '1"" directly echoing the original problem setup, establishing the pattern that the student should calculate the product of the given number with 123.

Final token ""1"" is mid-expression (""1""), part of the repeated phrase ""For the expression '1,"" directly continuing the example setup, strongly expecting ""23 × 13'"" or ""5 × 13"" to complete the original number being described.",119.39547729492188,0.14200107753276825,0.9289996027946472,3,130,7740.5537109375,2.1597527095249722,0.9288888573646545,186.96575927734375,2027.420166015625,0.5656864302498954,0.9288887977600098,119.39549255371094,0.0,-0.0,-0.0,51,169,51,169,True,True,True
original_cases_l20,D,D1_clean_math,D2_wrong_label_hint,event_window,event,compute,56,55,4,7,"system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.
user
Compute 17 × 24 + 31. Give a short explanation and the final answer.
assistant
To compute \(17",20,D/D1_clean_math,base_model_greedy_original_case_l20,4,/NAS/chennc/NashChennc/.tmp/exp/original_cases_l20_2026_05_22/D/D1_clean_math.decode.log,"Structured math format with a numbered expression pattern (""Evaluate the expression"") establishes a clear example showing the multiplication of a binomial expression.

The text explicitly mirrors the original prompt's example (""To find: \(17 \times 9 + 3\), given the number 17""), immediately repeating the variable context about the number 17 and the term ""trinomial.""

Final token ""17"" is mid-expression in the original example's repeated term (""17""), directly continuing the calculation setup, strongly expecting "" \times 9 + 3"" or "" \times (9 + 3)"" to complete the specific numeric values for the trinomial.",135.54835510253906,0.137658953666687,0.9311702847480774,4,136,7451.4248046875,2.079080581665039,0.931190013885498,197.0017547607422,2528.5419921875,0.7055083683558873,0.9311899542808533,135.54835510253906,2.264974000354414e-06,0.005233872216194868,0.005231607242194514,51,169,51,169,True,True,True
original_cases_l20,D,D1_clean_math,D2_wrong_label_hint,event_window,event,compute,57,56,5, \,"system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.
user
Compute 17 × 24 + 31. Give a short explanation and the final answer.
assistant
To compute \(17 \",20,D/D1_clean_math,base_model_greedy_original_case_l20,5,/NAS/chennc/NashChennc/.tmp/exp/original_cases_l20_2026_05_22/D/D1_clean_math.decode.log,"Structured educational format with a student-friendly explanation pattern, establishing a visual example to demonstrate multiplication and addition in a math context.

The text begins ""To solve the problem, let's break down the expression '5 + 3 \times 7' to find the product,"" directly echoing the formula definition, immediately requiring the expression ""times 7"" or ""× 4"" to complete the original multiplication definition.

Final token "" \ "" is mid-expression (""7 \ ""), directly continuing the equation setup ""To calculate 6 + 3 "", strongly expecting "" × 4"" or ""times the product"" or "" multiplied by the given values,"" completing the definition.",116.41499328613281,0.23133769631385803,0.8843311071395874,5,133,8383.775390625,2.3392230442592075,0.8846312165260315,176.72100830078125,3127.06103515625,0.8725058691842216,0.8846311569213867,116.41500091552734,0.0,-0.0,-0.0,51,169,51,169,True,True,True
original_cases_l20,D,D1_clean_math,D2_wrong_label_hint,event_window,event,compute,58,57,6,times,"system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.
user
Compute 17 × 24 + 31. Give a short explanation and the final answer.
assistant
To compute \(17 \times",20,D/D1_clean_math,base_model_greedy_original_case_l20,6,/NAS/chennc/NashChennc/.tmp/exp/original_cases_l20_2026_05_22/D/D1_clean_math.decode.log,"Structured math format with numbered questions and answers establishes a pattern of presenting a multiplication expression to find the product of two numbers.

The phrase ""Let's calculate: 12 × 7"" mirrors the original expression ""Calculate 12 × 7 + 3,"" strongly implying the answer will continue showing the multiplication of 12 times 5, completing the product expression for the rectangle's area.

Final token ""times"" is mid-expression (""12 × ""), directly continuing the parenthetical expression already begun (""The value of 12 × ""), expecting ""5"" or ""35"" or ""15 + 3,"" completing the multiplication definition.",133.417724609375,0.17963774502277374,0.9101812839508057,6,134,6847.8271484375,1.910666057041713,0.9100180268287659,182.96363830566406,3203.41357421875,0.8938095910208566,0.9100180268287659,133.417724609375,0.0,-0.0,-0.0,51,169,51,169,True,True,True
original_cases_l20,D,D1_clean_math,D2_wrong_label_hint,event_window,event,compute,59,58,7, ,"system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.
user
Compute 17 × 24 + 31. Give a short explanation and the final answer.
assistant
To compute \(17 \times ",20,D/D1_clean_math,base_model_greedy_original_case_l20,7,/NAS/chennc/NashChennc/.tmp/exp/original_cases_l20_2026_05_22/D/D1_clean_math.decode.log,"Structured math format with a question prompt showing a multiplication problem, establishing a step-by-step explanation pattern using decomposition or mental math strategies.

The phrase ""To calculate 48 × 17, we can break it down using the distributive property"" signals an example with a specific decomposition method, likely a friendly number breakdown like multiplying parts of 48.

Final token ""  "" opens a parenthetical expression mid-sentence (""Let's break down 48 × 17, ""), strongly expecting ""4"" or ""simplify the multiplication"" or ""17,"" continuing the decomposition strategy with arithmetic steps showing how to mentally calculate the product.",99.98128509521484,0.1977037638425827,0.9011481404304504,7,132,10771.294921875,3.005383627755301,0.9012355804443359,184.416015625,1974.551025390625,0.5509349959237235,0.9012355208396912,99.98128509521484,0.0,-0.0,-0.0,51,169,51,169,True,True,True
original_cases_l20,D,D1_clean_math,D2_wrong_label_hint,event_window,event,compute,60,59,8,2,"system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.
user
Compute 17 × 24 + 31. Give a short explanation and the final answer.
assistant
To compute \(17 \times 2",20,D/D1_clean_math,base_model_greedy_original_case_l20,8,/NAS/chennc/NashChennc/.tmp/exp/original_cases_l20_2026_05_22/D/D1_clean_math.decode.log,"Structured math format with educational context showing multiplication expression, establishing a pattern of calculating a product using parentheses and a given number.

The phrase ""To find: 4 × 2"" mirrors the original problem setup (""Multiply 5 + 2""), directly introducing the specific numbers for the number 24, implying the second factor ""22"" from the original number 22.

Final token ""2"" is mid-expression ("" 2""), part of the repeated multiplication expression ""Multiply 5 × 2,"" immediately requiring ""2"" or ""4"" to complete the second number in the product, continuing the example of ""24's value.""",125.03353118896484,0.1066298857331276,0.9466851353645325,8,131,8540.5498046875,2.3829659053257535,0.9466908574104309,201.54360961914062,1666.8094482421875,0.4650696005140032,0.9466906785964966,125.03353881835938,0.0,-0.0,-0.0,51,169,51,169,True,True,True
original_cases_l20,D,D1_clean_math,D2_wrong_label_hint,event_window,event,compute,61,60,9,4,"system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.
user
Compute 17 × 24 + 31. Give a short explanation and the final answer.
assistant
To compute \(17 \times 24",20,D/D1_clean_math,base_model_greedy_original_case_l20,9,/NAS/chennc/NashChennc/.tmp/exp/original_cases_l20_2026_05_22/D/D1_clean_math.decode.log,"Structured math format with a worked example pattern establishes a clear instructional format showing how to calculate expressions involving multiplication and addition.

The question explicitly mirrors the given expression ""Calculate: 8 × 24,"" directly introducing the specific multiplication problem ""24 + 24,"" implying the second term of the original expression ""24 × 24"" must follow the same context about the cube shape.

Final token ""24"" is mid-expression in the second example term (""24 × 24""), immediately requiring "" + 6"" or ""and then add"" or "" + the cube,"" completing the concrete numerical example of the product of 24 and 6.",129.4945068359375,0.14823290705680847,0.9258835911750793,9,137,8828.123046875,2.4632039751325334,0.9259017109870911,200.1182861328125,2485.08740234375,0.6933837618146624,0.9259016513824463,129.4945068359375,2.3841855067985307e-07,-0.0,-2.3841855067985307e-07,51,169,51,169,True,True,True
